,case_number,date,year,type,country,area,location,activity,name,sex,age,injury,fatal_(y/n),time,species,investigator_or_source,pdf,href_formula,href,case_number_1,case_number_2,original_order,unnamed_22,unnamed_23
1256,2008.05.24.a,2008-05-24,2008,Unprovoked,Mexico,Guerro,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1259,2008.05.10,2008-05-10,2008,Unprovoked,Australia,Western Australia,unknown,Swimming,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1260,2008.05.07.b,2008-05-07,2008,Unprovoked,New caledonia,North Province,unknown,Fishing,unknown,M,0,unknown,N,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1263,2008.04.28.b,2008-04-28,2008,Unprovoked,Mexico,Guerro,unknown,Surfing,unknown,M,0,unknown,Y,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1264,2008.04.28.a,2008-04-28,2008,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1266,2008.04.26.b,2008-04-26,2008,Unprovoked,New caledonia,North Province,unknown,Swimming,unknown,M,0,unknown,N,Morning,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1268,2008.04.25,2008-04-25,2008,Unprovoked,Usa,California,unknown,Swimming,unknown,M,0,unknown,Y,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1274,2008.04.15,2008-04-15,2008,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1278,2008.04.08,2008-04-08,2008,Unprovoked,Australia,New South Wales,unknown,Bathing,unknown,M,0,unknown,Y,Morning,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1281,2008.03.28.b,2008-03-28,2008,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1283,2008.03.23,2008-03-23,2008,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1285,2008.03.15,2008-03-15,2008,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1286,2008.03.07,2008-03-07,2008,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1287,2008.02.24,2008-02-24,2008,Unprovoked,Bahamas,Northern Bahamas,unknown,Diving,unknown,M,0,unknown,Y,Morning,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1294,2008.01.27,2008-01-27,2008,Provoked,Australia,Queensland,unknown,Bathing,unknown,M,0,unknown,N,Morning,mako,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1302,2007.12.18,2007-12-18,2007,Unprovoked,Australia,New South Wales,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1305,2007.12.10,2007-12-10,2007,Unprovoked,Usa,Hawaii,unknown,Surfing,unknown,M,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1310,2007.11.07,2007-11-07,2007,Unprovoked,South africa,Western Cape Province,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1311,2007.11.06,2007-11-06,2007,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1312,2007.11.04,2007-11-04,2007,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1313,2007.11.03,2007-11-03,2007,Unprovoked,South africa,Eastern Cape Province,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1315,2007.10.29,2007-10-29,2007,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1316,2007.10.15,2007-10-15,2007,Unprovoked,Australia,New South Wales,unknown,Bathing,unknown,F,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1317,2007.10.13,2007-10-13,2007,Unprovoked,Australia,Queensland,unknown,Fishing,unknown,M,0,unknown,N,Morning,copper,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1318,2007.10.07,2007-10-07,2007,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Night,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1319,2007.10.06,2007-10-06,2007,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,blacktip,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1322,2007.09.30.a,2007-09-30,2007,Unprovoked,New caledonia,Loyalty Islands,unknown,Swimming,unknown,F,0,unknown,Y,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1323,2007.09.28,2007-09-28,2007,Unprovoked,Bahamas,Grand Bahama Island,unknown,Fishing,unknown,F,0,unknown,N,Morning,caribbean_reef,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1324,2007.09.27.b,2007-09-27,2007,Unprovoked,Usa,California,unknown,Surfing,unknown,F,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1325,2007.09.27.a,2007-09-27,2007,Unprovoked,Egypt,Red Sea,unknown,Swimming,unknown,F,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1328,2007.09.20,2007-09-20,2007,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1329,2007.09.17,2007-09-17,2007,Unprovoked,Solomon islands,Marovo Lagoon,unknown,Fishing,unknown,M,0,unknown,N,Night,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1331,2007.09.16.a,2007-09-16,2007,Unprovoked,Usa,Florida,unknown,Surfing,unknown,F,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1332,2007.09.13,2007-09-13,2007,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,nurse,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1336,2007.09.03.b,2007-09-03,2007,Unprovoked,Usa,Florida,unknown,Bathing,unknown,F,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1337,2007.09.03.a,2007-09-03,2007,Unprovoked,Usa,Florida,unknown,Swimming,unknown,M,0,unknown,N,Morning,spinner,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1338,2007.08.28.b,2007-08-28,2007,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1339,2007.08.28.a,2007-08-28,2007,Unprovoked,Usa,California,unknown,Surfing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1340,2007.08.26,2007-08-26,2007,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1341,2007.08.25,2007-08-25,2007,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1343,2007.08.20,2007-08-20,2007,Provoked,Usa,Delaware,unknown,Fishing,unknown,M,0,unknown,N,Night,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1345,2007.08.19.b,2007-08-19,2007,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1347,2007.08.15,2007-08-15,2007,Unprovoked,Usa,Florida,unknown,Bathing,unknown,M,0,unknown,N,Night,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1348,2007.08.12,2007-08-12,2007,Unprovoked,Usa,Florida,unknown,Swimming,unknown,F,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1352,2007.08.07,2007-08-07,2007,Unprovoked,Usa,Florida,unknown,Bathing,unknown,F,0,unknown,N,Afternoon,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1356,2007.07.21,2007-07-21,2007,Provoked,Usa,California,unknown,Fishing,unknown,M,0,unknown,N,Morning,white,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1357,2007.07.19.b,2007-07-19,2007,Unprovoked,Usa,Hawaii,unknown,Bathing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1358,2007.07.19.a,2007-07-19,2007,Unprovoked,Australia,Territory of Cocos (Keeling) Islands,unknown,Wading,unknown,M,0,unknown,N,Morning,copper,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1359,2007.07.18.b,2007-07-18,2007,Unprovoked,Usa,North Carolina,unknown,Swimming,unknown,M,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1362,2007.07.17.a,2007-07-17,2007,Unprovoked,Usa,North Carolina,unknown,Wading,unknown,F,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1363,2007.07.10,2007-07-10,2007,Unprovoked,Bahamas,Abaco Islands,unknown,Fishing,unknown,F,0,unknown,N,Morning,bull,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1369,2007.06.25,2007-06-25,2007,Unprovoked,Usa,Florida,unknown,Surfing,unknown,M,0,unknown,N,Afternoon,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1370,2007.06.24,2007-06-24,2007,Unprovoked,Usa,Hawaii,unknown,Surfing,unknown,M,0,unknown,N,Morning,tiger,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
1372,2007.06.12,2007-06-12,2007,Unprovoked,Usa,Florida,unknown,Swimming,unknown,F,0,unknown,N,Morning,unidentified_shark,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown
